Date_of_usage,Azure_region,Service_Type,Demand_units,Capacity_allocated,Cost_USD,Service_availability,Market_Trend_Index,Holiday_Flag
07-03-2025,US North,Storage,610,713,43.03,98.15,1.47,0
13-11-2024,US South,Compute,397,417,52.33,99.3,1.39,0
12-03-2024,US North,Compute,407,427,78.65,97.35,1.35,0
21-12-2024,US West,Compute,418,462,53.16,99.02,1.12,1
19-03-2025,Europe West,Compute,57,63,8.42,99.05,0.99,0
05-04-2025,US East,Storage,489,565,45.16,98.4,1.22,0
23-03-2024,India South,Storage,442,484,40.77,99.14,0.99,0
03-06-2025,Europe West,Compute,175,186,30.8,98.23,1.43,0
11-03-2025,US East,Compute,120,137,15.1,99.82,0.83,0
15-12-2024,US North,Storage,475,532,26.6,99.53,1.02,0
25-01-2024,US West,Storage,331,356,28.58,99.4,1.14,1
29-10-2024,Europe West,Compute,480,540,72.87,99.61,1.35,0
29-11-2024,US South,Storage,256,315,15.84,98.05,1.24,0
11-02-2025,Asia East,Compute,307,342,58.92,97.66,0.83,0
05-02-2025,Asia East,Storage,375,437,37.42,98.2,1.18,0
01-08-2024,Asia East,Compute,243,258,39,98.33,0.99,0
25-03-2025,US West,Compute,325,347,54.98,97.54,0.84,0
08-03-2025,US West,Storage,484,536,36.56,97.42,0.97,0
12-04-2025,India South,Storage,292,325,25.79,97.16,1.03,1
13-02-2025,Asia East,Compute,463,559,79.45,98.13,1.41,1
13-01-2024,US North,Compute,345,406,65.25,98.52,0.85,0
28-05-2024,US East,Storage,334,393,21.66,98.14,0.8,0
21-07-2024,Europe West,Storage,577,689,43.34,99.76,1.16,0
24-02-2025,Europe West,Compute,416,450,72.54,98.13,1.22,1
15-12-2024,Europe West,Storage,433,501,31.83,99.64,1.46,0
24-10-2024,US East,Compute,250,283,39.83,97.5,0.86,1
16-06-2024,US East,Storage,265,293,23.59,99.06,1.11,0
04-04-2025,US South,Storage,89,94,5.74,98.83,1.33,1
26-04-2025,India South,Compute,359,445,44.78,99.03,1.05,0
12-01-2025,US West,Compute,454,502,70.84,97.46,1.14,0
20-07-2024,US North,Compute,603,645,79.42,97.12,1.38,0
05-05-2024,US West,Storage,337,398,28.19,99.49,1,0
24-11-2024,US South,Compute,120,144,20.18,97.41,1.42,0
15-10-2024,US North,Storage,460,485,23.03,98.1,1.12,0
19-12-2024,Europe West,Compute,471,564,72.96,99.52,1.46,0
21-01-2025,Asia East,Compute,352,410,49.35,97.98,1.44,0
11-10-2024,US West,Compute,444,507,71.93,97.36,1.04,0
02-02-2025,US West,Storage,245,287,21.22,98.64,0.91,0
19-03-2024,Europe West,Storage,564,606,32.58,98.37,1.4,0
23-08-2024,US East,Storage,253,286,16.47,97.66,1.38,1
27-06-2025,Europe West,Compute,137,146,24.97,97.37,1.21,0
11-02-2025,Europe West,Compute,403,490,66.79,99.9,0.88,0
03-02-2024,Asia East,Storage,95,108,6.97,99.81,1.34,0
16-02-2024,US South,Storage,373,454,24.19,99.01,0.99,0
29-11-2024,Asia East,Storage,173,203,12.04,98.34,0.82,0
12-02-2025,US North,Compute,198,211,25.71,98,0.81,0
12-07-2024,US South,Storage,409,442,28.33,99.6,1.48,0
01-01-2024,Europe West,Storage,181,207,10.19,99.07,0.85,0
11-08-2024,India South,Storage,197,219,15.71,98.27,1.03,0
22-05-2025,India South,Compute,230,268,27.74,99.51,0.91,0
23-09-2024,US West,Storage,191,238,12.5,99.47,1.36,1
02-04-2025,US East,Storage,104,119,7.98,99.59,0.87,1
04-02-2024,Asia East,Storage,237,293,21.48,99.84,0.84,0
12-10-2024,US South,Storage,240,290,21.04,97.43,0.8,0
17-04-2025,US North,Storage,164,197,11.17,99.3,1.33,1
17-10-2024,US East,Storage,274,325,22.5,98.25,1.43,0
04-01-2024,Europe West,Storage,184,193,9.7,97.9,1.23,1
14-08-2024,India South,Storage,107,130,8.52,98.23,0.87,0
18-09-2024,India South,Compute,293,308,43.63,98.13,1.13,0
28-01-2024,US South,Storage,348,401,34.75,98.69,0.95,0
24-11-2024,US East,Compute,602,736,77.64,97.31,1.4,0
13-11-2024,Asia East,Storage,108,115,10.68,99.81,1.41,0
18-05-2024,US North,Storage,418,496,39.38,98.28,1.19,0
13-08-2024,US West,Storage,55,58,3.1,97.95,0.95,0
08-06-2024,Asia East,Compute,187,226,24.86,98.22,0.97,0
06-02-2024,Europe West,Storage,227,267,12.55,98.69,1.45,0
02-01-2024,India South,Compute,559,662,98.24,99.08,1.17,0
02-10-2024,US South,Compute,131,144,22.9,98.31,0.97,0
22-04-2025,US West,Storage,444,492,22.58,98.17,1.01,0
16-08-2024,US North,Storage,385,442,31.06,97.44,0.87,0
30-09-2024,Europe West,Compute,203,251,31.74,97.71,1.25,0
07-11-2024,US West,Storage,186,210,16.59,97.44,1.17,0
12-04-2024,Asia East,Storage,327,390,19.08,98.44,1.11,0
15-05-2025,US South,Compute,379,402,63.25,97.35,0.83,0
05-01-2024,Asia East,Compute,493,575,59.68,98.32,1.39,1
12-02-2024,US North,Compute,377,398,64.9,98.44,1.19,0
23-02-2024,India South,Storage,637,697,47.91,99.82,1.42,0
10-04-2025,US North,Compute,658,818,91.27,98.15,1.45,0
29-12-2024,India South,Storage,112,138,8.16,97.22,1.49,1
22-11-2024,Asia East,Storage,510,546,38.07,98.81,1.33,1
30-03-2024,Europe West,Storage,198,241,10.13,97.54,1.22,0
10-01-2025,India South,Compute,390,449,65,99.75,0.84,0
20-01-2025,US North,Storage,133,144,13.02,98.81,0.99,0
16-02-2024,India South,Storage,297,326,21.21,98.84,1.19,0
09-02-2025,US South,Storage,335,401,29,99.66,1.3,0
07-05-2025,US East,Storage,347,378,27.92,98.9,1.44,0
23-06-2024,US South,Compute,214,232,28.87,98.17,1.1,0
09-05-2025,Asia East,Compute,311,349,55.09,98.2,0.87,0
17-06-2024,Asia East,Storage,128,153,7.32,99.04,1.1,0
01-06-2025,Europe West,Compute,520,615,94.49,97.64,1.1,0
08-12-2024,US West,Compute,418,476,70.49,99.33,1.04,0
19-05-2025,Asia East,Storage,597,669,30.51,98.4,1.41,0
15-06-2025,US North,Compute,127,152,20.81,98.86,0.82,0
20-03-2024,US South,Compute,405,427,80.69,98.5,1,0
04-10-2024,US East,Compute,414,447,71.22,99.8,0.9,0
02-04-2025,US North,Compute,78,82,13.29,97.19,0.98,0
20-12-2024,US West,Compute,381,472,59.73,99.31,0.83,0
06-06-2024,US East,Compute,448,524,71.14,97.45,1.3,0
28-04-2024,Europe West,Compute,604,692,103.16,98.51,1.47,0
10-03-2024,US West,Storage,46,48,4.32,98.07,0.9,1
13-01-2025,US East,Compute,381,439,67.67,97.9,1.5,0
21-05-2024,US North,Compute,65,72,9.96,98.75,0.97,0
27-08-2024,India South,Compute,79,83,13.93,99.08,1.1,0
28-01-2024,US North,Storage,327,375,23.65,97.59,1.14,0
08-05-2025,Europe West,Compute,410,504,62.69,97.3,1.17,0
19-06-2024,Asia East,Compute,82,91,10.68,99.78,1.08,0
01-02-2025,Europe West,Storage,369,439,26.99,97.1,0.9,0
08-07-2024,Asia East,Compute,163,173,28.24,98.95,1.25,0
22-11-2024,US North,Storage,64,76,3.41,99.56,1.22,0
30-12-2024,Europe West,Storage,127,151,8.6,98.46,1.33,0
29-05-2025,US West,Storage,502,587,41.93,97.73,1.03,0
14-04-2025,India South,Compute,514,614,90.91,97.11,1.44,0
31-05-2025,US South,Compute,204,241,25.84,98.56,1.48,0
24-07-2024,India South,Compute,225,256,31.16,99.4,0.81,0
16-02-2025,US West,Compute,122,150,16.36,99.87,1.26,0
14-01-2024,US West,Compute,394,433,51.96,97.65,0.96,0
13-06-2025,Asia East,Storage,377,456,26.01,99.24,1.43,1
22-01-2024,India South,Storage,439,481,39.1,98.93,1.47,0
15-05-2025,US North,Compute,196,210,28.64,97.05,0.86,0
03-04-2024,Europe West,Compute,376,417,53.9,98.12,1.43,0
04-09-2024,India South,Compute,553,677,90.36,97.92,1.17,0
11-04-2025,US South,Compute,228,244,34.34,99.93,0.94,0
25-01-2025,India South,Storage,537,633,29.75,98.18,1.08,0
09-10-2024,Europe West,Storage,432,487,35.01,97.63,1.26,1
22-11-2024,US East,Compute,252,288,41.02,99.7,0.98,0
18-06-2024,US South,Compute,354,423,69.92,99.04,1.2,0
11-03-2024,Asia East,Compute,491,593,77.35,97.95,1.37,0
12-07-2024,US East,Compute,198,247,39.28,99.16,1.15,0
09-09-2024,US West,Compute,305,372,36.94,97.93,1.41,0
15-02-2024,US North,Storage,322,372,23.91,99.84,1.5,0
01-07-2024,India South,Compute,80,86,14.41,99.81,0.92,0
06-06-2024,Europe West,Compute,163,181,23.38,99.45,1.25,0
11-04-2024,US East,Compute,489,592,79.51,97.07,1.47,0
29-06-2024,Asia East,Storage,590,646,50.89,99.65,1.22,0
15-08-2024,Europe West,Storage,229,280,21.49,97.92,0.99,0
12-02-2025,India South,Storage,286,338,17.28,97.03,1.04,0
07-04-2025,Europe West,Storage,506,551,50.47,99.44,1.25,0
03-06-2025,Asia East,Storage,207,257,17.02,99.27,1.25,0
24-01-2025,India South,Compute,68,75,11.87,97.95,1.22,0
04-06-2024,US East,Storage,230,260,16.09,97.12,1.26,0
27-04-2024,US East,Compute,323,368,42.92,98.11,1.07,0
26-01-2024,US West,Storage,364,425,23.36,98.81,0.9,0
03-02-2025,Europe West,Storage,331,349,23.54,98.83,1.41,1
01-12-2024,US North,Compute,419,467,54.39,97.88,1.19,1
10-11-2024,US North,Compute,495,548,73.66,97.36,1.08,0
21-02-2024,Europe West,Storage,442,471,34.08,98.75,0.95,0
16-05-2025,US North,Compute,103,117,19.87,99.79,0.86,0
04-03-2024,US North,Compute,638,696,126.75,97.87,1.35,0
07-04-2024,Europe West,Compute,213,265,27.21,99.92,1.08,0
30-09-2024,India South,Compute,162,177,21.15,97.92,1.16,0
23-02-2025,US North,Storage,321,360,26.9,97.76,1.41,0
25-08-2024,US South,Compute,463,536,84.28,98.32,1.05,0
12-03-2025,US West,Storage,163,188,13.06,99.85,1.23,0
07-03-2025,US South,Storage,219,232,13.22,99.08,1.48,0
15-01-2025,US East,Storage,399,456,26.97,98.63,1.36,1
12-02-2025,Asia East,Storage,218,249,11.02,98.63,1.12,0
06-09-2024,US North,Compute,126,132,23.83,97.8,1.18,1
30-09-2024,US West,Storage,418,441,33.37,99.88,1.16,0
20-08-2024,Europe West,Storage,372,411,24.88,97.06,0.94,1
02-02-2024,US East,Compute,375,402,72.42,98.46,1.41,0
16-06-2024,Asia East,Compute,328,362,51.84,97.02,1.12,1
17-01-2024,Europe West,Compute,72,88,11.38,97.94,1.12,0
26-03-2024,US East,Compute,467,535,59.17,98.66,1.43,0
22-11-2024,India South,Storage,298,366,29.76,98.62,1.39,0
16-03-2024,US South,Compute,707,842,141,98.95,1.44,0
18-11-2024,Europe West,Compute,457,510,64.01,98.07,1.2,1
02-02-2025,Asia East,Storage,356,383,25.78,99.66,1.03,0
27-03-2025,US East,Compute,83,103,11.04,97.82,1.3,1
21-01-2025,US North,Storage,407,444,36.26,97.86,1.05,0
26-08-2024,Europe West,Storage,246,284,21.86,97.58,1.19,0
13-04-2025,US North,Compute,86,90,16.33,99.83,1.09,0
18-03-2024,Europe West,Storage,525,567,37.57,99.94,1.4,0
13-03-2024,US West,Storage,131,162,12.58,97.79,0.91,0
19-01-2024,US East,Storage,580,690,51.05,97.41,1.18,0
03-08-2024,Asia East,Compute,387,421,46.59,97.31,1.21,0
06-03-2025,US South,Storage,211,235,13.36,98.77,1.43,0
25-03-2025,US South,Compute,493,520,77.99,98.62,1.44,0
18-02-2024,India South,Storage,329,363,24.82,98.03,0.86,0
16-03-2025,Asia East,Storage,122,131,6.58,99.58,1.12,0
17-09-2024,Asia East,Storage,178,202,9.54,97.32,1.49,0
16-11-2024,US West,Compute,385,404,75.34,98.95,1.09,0
03-04-2024,US West,Storage,531,606,50.41,99.89,1.38,0
02-07-2024,US North,Storage,122,142,6.81,98.33,1.01,1
21-07-2024,US North,Storage,204,251,12.61,98.31,0.85,0
25-03-2025,India South,Compute,200,225,36.04,98.34,1.26,0
06-06-2025,US South,Compute,534,599,85.85,97.15,1.48,0
19-03-2025,US West,Storage,322,377,23.64,97.55,1.03,0
12-05-2024,India South,Compute,225,270,35.36,98.09,1.09,0
27-03-2025,India South,Compute,53,61,9.96,99.98,1.17,1
18-05-2024,US East,Compute,129,148,23.23,99.15,1.19,0
29-06-2025,US South,Storage,172,193,15.05,98.06,1.39,0
17-08-2024,Asia East,Storage,209,243,11.36,98.48,0.92,1
22-08-2024,US North,Storage,343,397,22.7,99.52,1.45,0
02-04-2025,US South,Compute,304,353,50.42,99.16,0.9,0
19-05-2024,Europe West,Storage,109,130,7.53,97.03,1.43,1
15-02-2024,Europe West,Compute,359,415,60.08,99.62,1.4,0
22-02-2025,Asia East,Compute,547,633,87.91,97.86,1.46,0
06-02-2024,US West,Storage,165,176,9.51,99.5,1.3,0
17-09-2024,India South,Compute,81,86,15.35,98.24,0.9,1
11-06-2025,US North,Storage,128,158,11.14,99.51,1.43,0
20-10-2024,Europe West,Storage,500,621,27.1,99.85,1.21,0
23-04-2024,India South,Compute,351,404,59.02,99.31,1.14,0
23-02-2024,India South,Storage,318,334,28.41,98.23,1.17,0
30-08-2024,US East,Compute,250,304,42.31,98.97,1.32,0
12-02-2025,US West,Storage,160,173,14.91,98.79,0.91,0
05-02-2025,Asia East,Compute,129,157,20.42,97.38,1.46,0
08-04-2024,Asia East,Storage,357,434,25.56,98.96,0.86,0
27-10-2024,US East,Compute,49,60,8.02,98.43,0.96,0
30-05-2024,US East,Compute,95,104,14.26,97.94,1.31,0
11-02-2025,US West,Compute,586,714,108.4,97.02,1.48,0
22-09-2024,Europe West,Compute,361,438,60.66,97.95,1.09,1
31-01-2024,US West,Compute,320,380,47.58,99.49,1.26,0
19-08-2024,India South,Compute,72,82,10.19,98.76,0.89,0
23-03-2024,Asia East,Compute,126,144,19.54,97.8,1.32,1
09-05-2025,US North,Compute,239,256,33.57,99.87,1.16,1
26-01-2024,US South,Storage,283,302,23.9,98.69,1.22,0
23-07-2024,Asia East,Storage,311,358,23.44,99.76,0.83,0
18-02-2025,US West,Compute,274,305,33.05,97.31,0.95,0
20-12-2024,Europe West,Compute,212,260,28.68,98.17,1.11,0
29-12-2024,US East,Compute,553,665,82.82,97.43,1.13,0
05-12-2024,Europe West,Storage,257,301,13.97,99.41,1.31,1
11-08-2024,US West,Storage,232,271,14.05,99.74,1.27,1
06-10-2024,Asia East,Storage,532,658,26.82,98.37,1.16,0
19-09-2024,US East,Storage,75,88,7.15,98.15,0.98,0
01-02-2024,US North,Compute,226,243,30.66,97.93,0.88,0
26-03-2025,Europe West,Storage,247,262,15.15,98.78,1.27,0
06-04-2025,Asia East,Storage,476,548,26.41,98.3,1.01,0
08-03-2024,US North,Compute,337,371,62.29,99.83,0.98,0
11-03-2024,US West,Storage,205,240,10.26,98.38,1.43,0
16-04-2025,US East,Storage,540,590,27.46,98.35,1.18,0
14-02-2025,India South,Compute,428,507,77.22,98.67,0.91,0
28-04-2025,US North,Storage,140,160,10.76,98.54,0.83,1
04-06-2024,India South,Storage,135,156,9.08,99.18,1.13,0
19-11-2024,US South,Compute,394,480,66.88,99.45,1.41,0
18-07-2024,US North,Storage,609,739,40.77,97.54,1.37,0
24-05-2025,US West,Compute,126,143,17.05,97.94,1.24,1
06-02-2025,US West,Compute,223,252,36.19,98.12,0.96,0
21-07-2024,US North,Compute,301,358,40.76,99.31,1.46,1
21-01-2024,US South,Storage,148,182,8.98,98.12,0.99,1
25-03-2024,US South,Compute,181,223,24.35,97.12,1.14,0
29-08-2024,Asia East,Compute,198,220,39.06,97.44,0.8,0
26-07-2024,Asia East,Compute,79,96,13.97,99.02,0.87,1
21-07-2024,India South,Storage,354,429,32.21,97.68,1.47,0
14-03-2024,Europe West,Compute,544,601,105.3,97.91,1.29,0
29-02-2024,US East,Compute,415,449,50.07,99.53,0.86,0
19-08-2024,US West,Compute,306,335,39.95,99.88,0.96,0
15-04-2024,India South,Storage,330,378,17.53,98.75,1.3,0
28-08-2024,US East,Compute,64,78,9.63,98.91,1.2,0
18-11-2024,Asia East,Storage,414,473,23.91,97.33,0.9,0
31-05-2025,US North,Compute,257,286,36.85,97.36,1.39,1
14-12-2024,US East,Compute,120,142,18.68,97.09,0.94,0
05-06-2025,US South,Compute,124,149,18.67,99.51,1.22,0
22-01-2024,India South,Storage,583,628,43.39,99.79,1.48,0
16-01-2024,US West,Compute,391,422,74.54,99.8,0.97,0
04-12-2024,Europe West,Compute,49,52,9.18,97.39,0.98,0
30-04-2024,Europe West,Storage,176,191,12.18,99.08,0.96,0
26-01-2024,US East,Storage,123,133,11.35,99.32,0.85,1
18-05-2024,US West,Compute,168,209,22.93,97.96,0.82,0
21-01-2024,US West,Compute,359,426,49.63,98.49,1.45,0
23-02-2025,Europe West,Storage,520,615,41.22,98.91,1.21,0
18-03-2025,Europe West,Compute,52,62,8.91,98.97,0.95,0
18-10-2024,US West,Storage,364,444,28.74,98.85,1.43,0
13-01-2024,Asia East,Storage,184,218,13.64,97.25,0.81,0
01-07-2024,Europe West,Compute,568,607,80.19,99.43,1.22,0
18-04-2024,Asia East,Storage,155,170,10.18,98.3,0.96,1
25-05-2025,US East,Storage,379,413,30.83,97.64,0.88,0
15-06-2025,Asia East,Storage,424,467,29.49,99.14,1.41,0
12-08-2024,US North,Storage,421,473,35.51,99.1,1.25,0
23-08-2024,India South,Compute,458,533,65.16,99.4,0.99,0
08-04-2024,US North,Compute,385,477,56.25,99.21,0.95,0
19-06-2025,US East,Storage,131,155,10.07,98.07,0.82,0
28-03-2025,Europe West,Storage,211,245,14.38,97.05,1.46,0
30-01-2024,Europe West,Compute,386,433,74.21,99.41,1.19,0
21-02-2025,US West,Storage,522,596,49.22,97.99,1.29,0
30-03-2025,US West,Storage,114,124,9.14,97.16,1.43,0
23-07-2024,US South,Compute,457,569,65.32,99.22,0.99,0
18-12-2024,India South,Storage,246,301,16.26,97.13,1.47,1
14-06-2025,India South,Compute,510,608,80.62,98.53,1.44,1
24-10-2024,US South,Compute,235,266,35.87,98.35,0.97,1
30-08-2024,Asia East,Storage,191,227,17.57,98.67,0.9,0
15-05-2024,Europe West,Compute,417,518,59.61,97.79,1.17,0
29-01-2024,US East,Storage,348,381,24.51,99.94,0.94,0
01-02-2025,US South,Storage,143,155,8.11,99.93,0.98,0
06-05-2024,Asia East,Storage,214,264,13.66,97.92,1.07,1
03-05-2024,India South,Storage,404,427,37.97,98.38,1.44,0
06-04-2025,US West,Storage,486,583,40.72,97.85,1.41,0
13-04-2025,US West,Storage,153,175,7.99,97.1,0.81,1
12-12-2024,India South,Compute,550,667,97.23,97.41,1.36,0
21-10-2024,US South,Storage,433,532,34.87,97.25,1.35,0
17-05-2024,US North,Compute,368,446,56.62,98.31,1.37,0
23-05-2025,US South,Compute,97,112,12.31,98.85,1.08,0
07-11-2024,US West,Storage,660,709,35.17,99.76,1.42,0
17-05-2025,US North,Compute,444,491,72.02,97.66,1.38,1
08-06-2025,US West,Storage,322,360,31.16,98.08,1.32,1
23-02-2024,India South,Storage,257,310,13.19,97.89,0.82,0
23-01-2025,India South,Storage,283,326,18.16,99.58,1.2,1
26-02-2025,US East,Compute,59,63,7.94,98.27,0.93,0
23-05-2025,US South,Compute,354,420,70.76,97.68,1.08,1
02-07-2024,US North,Storage,643,752,60.87,97.81,1.34,0
17-04-2024,US East,Compute,368,432,59.13,98.15,0.89,0
11-10-2024,Asia East,Storage,178,217,11.56,99.43,0.97,0
18-01-2024,US West,Compute,190,231,29.77,98.56,1.25,0
09-10-2024,US West,Compute,383,466,76.03,97.89,1.26,0
11-10-2024,Asia East,Compute,392,416,59.56,99.34,0.82,0
30-01-2025,India South,Compute,269,301,36.94,99.79,1.02,0
28-03-2025,Asia East,Storage,144,159,9.17,99.71,1.07,0
27-09-2024,US East,Storage,302,360,15.16,99.73,0.87,1
08-05-2025,India South,Storage,441,499,22.98,98.29,1.33,0
04-11-2024,US South,Compute,73,88,8.93,97.61,0.95,0
07-04-2024,US West,Storage,372,433,23.68,99.93,0.93,0
19-10-2024,US East,Compute,322,358,52.95,99.25,0.96,0
04-12-2024,US West,Compute,317,344,46.41,97.08,1.37,0
07-05-2025,Asia East,Storage,221,257,13.72,97.26,1.04,0
14-02-2024,Europe West,Storage,458,482,40.96,99.85,1.2,0
05-02-2024,Asia East,Storage,329,373,18.69,98.31,1.21,0
14-04-2024,US North,Compute,181,192,30.79,99.88,1.18,1
15-09-2024,Europe West,Storage,409,460,35.42,99.52,0.84,0
14-05-2025,US North,Storage,322,367,18.35,99.82,1.18,0
02-02-2024,US South,Compute,77,91,10.71,97.76,0.96,0
08-06-2024,Europe West,Compute,82,86,12.84,98.46,0.95,0
28-03-2025,India South,Storage,557,637,33.76,98.41,1.25,0
10-05-2025,India South,Compute,235,285,36.24,97.81,1.16,0
02-04-2025,Europe West,Storage,125,136,9.21,99.51,1.43,0
19-05-2025,US North,Storage,82,91,6.52,99.85,0.98,0
11-06-2024,US South,Storage,621,750,39.06,97.36,1.38,0
20-01-2025,Asia East,Storage,210,223,18.26,99.47,1.31,0
29-01-2024,US West,Compute,366,448,72.7,98.72,1.13,0
24-09-2024,India South,Storage,230,269,17.3,98.61,0.81,0
18-06-2025,India South,Compute,116,133,19.82,98.1,1.14,0
29-01-2024,US West,Compute,208,245,28.09,97.93,0.99,0
03-04-2024,US South,Storage,119,130,11.06,97.14,1.34,0
14-08-2024,US East,Storage,313,368,30.94,97.67,1.25,0
06-01-2024,US East,Compute,309,348,38.53,98.86,0.86,0
09-10-2024,US South,Storage,350,423,30.49,98.39,0.87,0
19-10-2024,Asia East,Storage,618,749,45.7,97.61,1.38,0
28-11-2024,US West,Compute,94,112,11.36,97.62,0.94,0
19-11-2024,US East,Compute,532,640,81.14,98.23,1.16,0
29-12-2024,India South,Storage,377,420,29.54,98.3,0.84,0
28-06-2025,Asia East,Storage,622,653,49.01,97.71,1.36,0
21-06-2024,US North,Storage,292,308,24.39,99.47,0.94,0
08-03-2025,US West,Compute,176,194,33.42,98.17,1.12,0
06-09-2024,India South,Compute,445,467,55.35,97.38,1.47,0
08-09-2024,US West,Compute,221,276,35.58,97.49,1.08,0
25-03-2024,US East,Compute,390,480,52.46,99.58,1.24,0
24-05-2024,Asia East,Storage,286,328,19.91,98.22,0.83,1
17-11-2024,US North,Compute,402,479,60.93,98.43,1.03,0
20-11-2024,US East,Compute,336,365,65.35,98.85,1.34,0
26-08-2024,Europe West,Compute,400,436,52.79,97.34,1.4,0
19-03-2024,US West,Compute,381,443,58.28,99.52,1.26,0
01-05-2025,US West,Storage,654,714,45.84,97.38,1.43,0
21-01-2024,US South,Compute,399,436,60.85,99.67,1.48,0
29-03-2025,Europe West,Compute,248,281,32.29,97.28,1.42,0
21-02-2025,US East,Compute,345,423,68.86,98.79,1.19,0
13-02-2024,US West,Storage,272,328,25.62,98.78,1.21,0
21-11-2024,US East,Storage,397,449,39.55,97.03,1.46,0
13-02-2024,US East,Storage,170,201,10.82,97.39,1.28,0
30-03-2025,India South,Compute,412,455,54.28,98.37,0.99,0
26-06-2025,Europe West,Storage,238,279,17.25,99.43,1.06,0
19-05-2024,Asia East,Compute,399,431,59.94,97.17,1.23,0
14-01-2024,US West,Compute,228,243,38.1,98.19,1,1
16-05-2025,Europe West,Compute,300,337,56.22,99.3,1.09,0
12-02-2024,US West,Storage,129,148,7.46,98.73,1.39,0
07-02-2024,Europe West,Storage,550,588,41.3,98.68,1.46,1
24-03-2024,India South,Compute,311,385,62,99.3,0.99,0
09-06-2025,Asia East,Storage,150,168,13.33,99.62,1.45,1
05-10-2024,US West,Compute,235,281,34.61,97.63,1.22,0
13-10-2024,US West,Storage,517,565,34.75,99.81,1.25,0
28-03-2024,US North,Storage,369,445,36.47,99.27,1.35,0
25-05-2024,Asia East,Storage,325,358,22.6,97.97,0.86,0
31-08-2024,US East,Storage,418,507,41.67,98.06,0.9,0
21-01-2025,Europe West,Storage,185,230,13.12,99.55,0.96,1
15-01-2025,US East,Compute,508,574,90.89,97.06,1.11,0
12-06-2024,India South,Compute,346,400,45.71,97.29,1.46,0
15-09-2024,US South,Storage,218,261,18.83,98.86,1.04,0
16-01-2025,US West,Compute,124,135,19.2,98.14,1.3,0
31-12-2024,Europe West,Compute,445,471,81.7,97.59,1.24,0
19-02-2025,Europe West,Compute,304,377,52.01,97.99,1.19,0
23-03-2024,US West,Storage,468,502,32.29,99.86,1.17,0
02-06-2025,US East,Storage,189,204,15.35,97.54,1.4,0
13-05-2024,India South,Compute,129,157,18.78,98.48,1.02,0
29-03-2024,Asia East,Storage,58,67,3.72,99.07,0.94,0
10-06-2025,Asia East,Compute,390,459,50.04,99.17,1.4,0
05-01-2025,India South,Storage,240,286,16.98,99.26,1.04,0
08-04-2025,US North,Compute,550,595,74.63,99.14,1.13,0
01-12-2024,India South,Compute,294,329,51.79,97.76,1.34,1
06-11-2024,US North,Storage,361,415,27.17,98.73,1.08,0
30-08-2024,Asia East,Storage,266,286,17.4,98.88,1.15,0
03-06-2025,Asia East,Compute,176,196,27.76,98.46,1.32,0
